work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,Senior-Level,Full-time,Applied Data Scientist,177000,USD,177000,United States,Fully Remote,United States,LARGE
2022,Mid-Level,Full-time,Data Scientist,78000,USD,78000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,135000,USD,135000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,100000,USD,100000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,90320,USD,90320,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Analyst,85000,USD,85000,Canada,No Remote Work,Canada,MEDIUM
2022,Mid-Level,Full-time,Data Analyst,75000,USD,75000,Canada,No Remote Work,Canada,MEDIUM
2022,Senior-Level,Full-time,Machine Learning Engineer,214000,USD,214000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Machine Learning Engineer,192600,USD,192600,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Architect,266400,USD,266400,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Architect,213120,USD,213120,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,112900,USD,112900,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,155000,USD,155000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,141300,USD,141300,United States,No Remote Work,United States,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,102100,USD,102100,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,115934,USD,115934,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,81666,USD,81666,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,206699,USD,206699,United States,No Remote Work,United States,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,99100,USD,99100,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,130000,USD,130000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,115000,USD,115000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,110500,USD,110500,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,130000,USD,130000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,99050,USD,99050,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,160000,USD,160000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,205300,USD,205300,United States,No Remote Work,United States,LARGE
2022,Senior-Level,Full-time,Data Scientist,140400,USD,140400,United States,No Remote Work,United States,LARGE
2022,Senior-Level,Full-time,Data Scientist,176000,USD,176000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,144000,USD,144000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,200100,USD,200100,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,160000,USD,160000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,145000,USD,145000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,70500,USD,70500,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,205300,USD,205300,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,140400,USD,140400,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Analytics Engineer,205300,USD,205300,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Analytics Engineer,184700,USD,184700,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,175100,USD,175100,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,140250,USD,140250,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,116150,USD,116150,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,54000,USD,54000,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,170000,USD,170000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Analyst,50000,GBP,65438,United Kingdom,No Remote Work,United Kingdom,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,80000,USD,80000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,140000,USD,140000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,210000,USD,210000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,140000,USD,140000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,100000,USD,100000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,69000,USD,69000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,210000,USD,210000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,140000,USD,140000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,210000,USD,210000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,150075,USD,150075,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,100000,USD,100000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,25000,USD,25000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,126500,USD,126500,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,106260,USD,106260,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,220110,USD,220110,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,160080,USD,160080,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,105000,USD,105000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,110925,USD,110925,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Analyst,35000,GBP,45807,United Kingdom,No Remote Work,United Kingdom,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,140000,USD,140000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,99000,USD,99000,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,60000,USD,60000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Architect,192564,USD,192564,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Architect,144854,USD,144854,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,230000,USD,230000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,150000,USD,150000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analytics Manager,150260,USD,150260,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analytics Manager,109280,USD,109280,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,210000,USD,210000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,170000,USD,170000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,160000,USD,160000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,130000,USD,130000,United States,Fully Remote,United States,MEDIUM
2022,Entry-Level,Full-time,Data Analyst,67000,USD,67000,Canada,No Remote Work,Canada,MEDIUM
2022,Entry-Level,Full-time,Data Analyst,52000,USD,52000,Canada,No Remote Work,Canada,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,154000,USD,154000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,126000,USD,126000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,129000,USD,129000,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,150000,USD,150000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,AI Scientist,200000,USD,200000,India,Fully Remote,United States,LARGE
